"id","fqdn/ip","port","severity","finding","cve","cwe"
"clientsimulation-ie_11_win81","www.justice.fr/185.24.184.180","443","INFO","No connection","",""
"clientsimulation-ie_11_winphone81","www.justice.fr/185.24.184.180","443","INFO","No connection","",""
"clientsimulation-ie_11_win10","www.justice.fr/185.24.184.180","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","www.justice.fr/185.24.184.180","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_101_win10_21h2","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_121_ios_122","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_130_osx_10146","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_154_osx_1231","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_7u25","www.justice.fr/185.24.184.180","443","INFO","No connection","",""
"clientsimulation-java_8u161","www.justice.fr/185.24.184.180","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-java1102","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java1703","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-go_1178","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-libressl_283","www.justice.fr/185.24.184.180","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_102e","www.justice.fr/185.24.184.180","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
